compute,metr_median,metr_p05,metr_p25,metr_p75,metr_p95,lucr_median,lucr_p05,lucr_p95
1e+24,0.017361698481176337,0.007956312389629799,0.013020838037316561,0.024049055414240822,0.045939421851663526,0.008396521875211768,0.003417876374710006,0.022414709240921038
1.097498765493059e+24,0.017712961926501056,0.008108723056256284,0.013271926006142269,0.02451521185196675,0.0468288171943418,0.008560979803008278,0.003476394738731665,0.022903173317290193
1.2045035402587787e+24,0.018067702738393643,0.008262611615196713,0.013526209989028511,0.025012594220868288,0.047763308210580856,0.0087289923039507,0.0035294862586217066,0.02333317405122611
1.3219411484660288e+24,0.018422312794660427,0.00840904346212979,0.013798598400601011,0.02549617430081842,0.04870524638736601,0.00889412706235522,0.00358793357824619,0.023791539128725784
1.450828778495943e+24,0.018797298801854212,0.008580702349930481,0.014076218058903765,0.026016389577458502,0.049591726422614016,0.009067525307322502,0.003646731319643163,0.02428034835708095
1.5922827933410875e+24,0.019181892983532525,0.008752142452474188,0.014357029754747556,0.026548543916549098,0.05058356359487729,0.009247294896164309,0.003705009269729764,0.02481310725547183
1.7475284000076829e+24,0.01956368840151594,0.008928292281061333,0.014630676484501224,0.02706763786599173,0.05165867594420812,0.00943689831195278,0.0037619459439046333,0.025289109177495744
1.9179102616724927e+24,0.019960239523272492,0.009082739932473629,0.01490965184592444,0.027602973888765453,0.052723601407211634,0.00962062697281641,0.0038162896431945398,0.025814550418032167
2.1049041445120133e+24,0.020373920814294025,0.00925577650444566,0.0151960406915936,0.028144245004040162,0.05378840439181117,0.009805078771597114,0.0038732979085541325,0.026321562698495466
2.310129700083158e+24,0.02077030907572439,0.00943392596278121,0.015485462811403306,0.028713280830125136,0.05485371520637232,0.009993397887716702,0.003933210671064282,0.02677799591443112
2.535364493970117e+24,0.021194580847965744,0.009594512780813311,0.01577320306248202,0.029281333060697107,0.05600808287237003,0.010191895026831576,0.0039981413153940965,0.02727425035603553
2.7825594022071143e+24,0.021604158757020694,0.009776959666688177,0.016086162868806493,0.029875943652180572,0.05708078662661997,0.01038658861975424,0.004061607199477978,0.027794773468148525
3.0538555088334126e+24,0.022036393429712725,0.009944982297877375,0.016389225034375718,0.030465824085209797,0.05823155014866385,0.01059018485846626,0.004126888128001028,0.02836504517947126
3.3516026509388476e+24,0.022473569777689363,0.010135676772753512,0.016695829917658934,0.031085079861559943,0.05930984057475222,0.010802647843512302,0.004177300004995674,0.02889862891098199
3.678379771828649e+24,0.022930662393993214,0.010319395906537729,0.01704262356077005,0.03168475470691813,0.060497205210228874,0.01102378862317791,0.004241978697944122,0.029468690932480033
4.0370172585965495e+24,0.023389779001458628,0.010518833960888069,0.017391225354898537,0.03232691136757216,0.06165983195466171,0.01124586246278458,0.004320322282715008,0.03010263951655532
4.4306214575838867e+24,0.023856263258736788,0.01071575202906112,0.01771546791075466,0.03299314813634399,0.06290484251661181,0.011460016126611666,0.004386820408799523,0.03069210957752611
4.862601580065373e+24,0.0243312226687504,0.010926563091367705,0.018060964219556688,0.03367014899853738,0.06418674977535734,0.011677695117149011,0.004456975114429476,0.031318073984030886
5.336699231206302e+24,0.02481360545910127,0.01114923363783102,0.018413910859591917,0.03433985635392481,0.06540145759099349,0.011892706405474057,0.004524147054938162,0.03193116224683598
5.857020818056673e+24,0.02530047418357341,0.011364266007849023,0.018763272574918468,0.035034826561872214,0.06676826250291548,0.012120824283637456,0.004592121073803406,0.03257870652097812
6.428073117284345e+24,0.025795039236606622,0.011574521457311995,0.019127854395071035,0.03573468933004497,0.06809571667877684,0.012368948813885294,0.004659306978793214,0.03319059345795359
7.05480231071863e+24,0.02631995192049741,0.011785415041121034,0.019509974386052526,0.0364341096354874,0.06940463152435751,0.012608179413714705,0.004727774096788119,0.0338199218707393
7.742636826811278e+24,0.026830439877758586,0.012004599990468675,0.01990042675270471,0.03717105033623347,0.07078608638063932,0.012846776049892242,0.004803970935105762,0.034467282596920834
8.497534359086473e+24,0.027361761753732877,0.012213486604429764,0.020269305615891894,0.03791634746461734,0.07222143370758362,0.013097902330619656,0.0048780145403769445,0.035172402432958605
9.32603346883218e+24,0.02789479095391612,0.012428029174278255,0.020641033311144284,0.0386610450642915,0.07357293538296818,0.013353926136193087,0.004955406237058756,0.03592820151145951
1.0235310218990268e+25,0.028448937279233446,0.012652771749432325,0.021025013128248584,0.03942510817737905,0.0750902642331174,0.01360739469342375,0.005035548419757623,0.036660746556884866
1.123324032978031e+25,0.029021828096040973,0.012896714713722675,0.021417240101543535,0.04023089749788336,0.07660462587986427,0.013876820663218862,0.005119976163673192,0.037393040417129736
1.2328467394420633e+25,0.029595027861754965,0.013114317634577521,0.02180802846820814,0.04106457869617809,0.078127329097673,0.014148284987013815,0.0051955906500714254,0.038186056637170805
1.3530477745798076e+25,0.03020184485303482,0.013335227054285791,0.02221430346392016,0.04189564220145038,0.07958024021006019,0.01442791606007798,0.005269532017361365,0.03893711532676545
1.4849682622544697e+25,0.0308086155481673,0.013565299508310627,0.022612369822836924,0.04272616313245939,0.08112045141393616,0.014704565836014769,0.005346224615431165,0.039721682767043104
1.6297508346206402e+25,0.031422875354522914,0.013799263797646854,0.02304813889643857,0.04361029022783816,0.08258618140592623,0.014975914348226415,0.005430582692293254,0.040487057949587735
1.788649529057435e+25,0.03206001993302887,0.01405234924971724,0.02348481046065973,0.0445155289831536,0.0841233380392944,0.01525972016095617,0.005513435831752891,0.0412703101235765
1.9630406500402764e+25,0.03267201090382783,0.014305295071445557,0.023912352756667695,0.04540393907644434,0.08571583136282207,0.015550117221994942,0.005599160278451641,0.04206915334780794
2.1544346900318778e+25,0.03330695782276306,0.01455937827770969,0.02434929016585735,0.04634114501780906,0.0873624582698149,0.01584113501313243,0.005683128028171596,0.04293790456744677
2.364489412645407e+25,0.03396353269355681,0.014786204146028367,0.024811319856436424,0.04724604649705101,0.08921516427776358,0.016145539452779883,0.00575902726682396,0.04377318352039061
2.5950242113997425e+25,0.0346424740054418,0.015010197822382308,0.02525482788953197,0.04819325268816367,0.09092383939514583,0.016448558797061672,0.005827883185590585,0.04457232345700922
2.8480358684357932e+25,0.03533123499054095,0.015287960803405337,0.025757267189782055,0.04915674422965786,0.09254932480569125,0.016758494741767188,0.0059133349962577275,0.045437794566961225
3.125715849688235e+25,0.036038521092803436,0.015581703059252197,0.02624135683905139,0.050103313428374145,0.09436780410489495,0.017072514013088597,0.005990398346505296,0.04627629697082027
3.430469286314926e+25,0.03672302567775311,0.015868089053294888,0.026703009451300316,0.05112308161790879,0.09594918374142505,0.01738436928022503,0.006067005822861252,0.04707786857341997
3.764935806792456e+25,0.03746171131634512,0.01612340039516936,0.02719449482893492,0.05215401192409966,0.09779831449856569,0.017711671116592057,0.0061487585630259625,0.0479319274571218
4.132012400115334e+25,0.03818456456061316,0.016405976356179297,0.02770204115274171,0.05324951007201723,0.09993003863701792,0.018046417356779823,0.006239903149475432,0.048783835449338085
4.5348785081285914e+25,0.03894470230413591,0.016686058405889815,0.028226758930176343,0.05432840655613669,0.10190330899533522,0.018387777732245265,0.006323330039157932,0.04966547968919243
4.977023564332094e+25,0.03972043263993895,0.01697463480223828,0.028736990141974762,0.05549132993803099,0.103917141828376,0.018736549695718162,0.006412763558279341,0.050579907413785874
5.462277217684337e+25,0.04048230238956126,0.017297358366596016,0.02925693083304553,0.056629193075356986,0.106096415011849,0.019077572078349904,0.006505347708722228,0.05152302456551688
5.994842503189421e+25,0.04121968352343759,0.017631840911151893,0.029789174241968617,0.05771392429391879,0.10828065519073507,0.019440642054616198,0.006605258871358654,0.05256559390015344
6.579332246575709e+25,0.04203615180150699,0.017898300512113927,0.03032368951875992,0.05888364543942743,0.11047195626289519,0.019792324306871476,0.006706289960320673,0.053609637276324125
7.220809018385457e+25,0.042865571728592955,0.018194016077997546,0.030861002206863976,0.06007289863272122,0.11249852118664334,0.020164654942199888,0.006806531170310625,0.05455896386508003
7.924828983539186e+25,0.043692461078883506,0.018497266582308762,0.03141488744211353,0.0612710948750635,0.11464709121281615,0.020550243383421915,0.006915792834746712,0.05550941278725403
8.6974900261778e+25,0.04451964707462089,0.018787442327297368,0.03198564912302305,0.06251536092707732,0.11710662388769903,0.020940831021803285,0.0070137746048762216,0.05648568048424297
9.545484566618328e+25,0.045387143409122976,0.019109177780060445,0.03257008951904363,0.06377560068774904,0.11921547181758893,0.021316352926385576,0.007119947083078523,0.05747444501025364
1.0476157527896662e+26,0.046259569335347805,0.0194627869306547,0.033182081608166526,0.06512674867213514,0.12154596612844777,0.02171093798920016,0.007214052012985836,0.05848450168222221
1.1497569953977404e+26,0.04714375872754716,0.01979959991515818,0.03377512570856888,0.06643148173813673,0.12376997796514477,0.0221007291417339,0.007327010100808256,0.059605265961896685
1.2618568830660184e+26,0.0480556412581072,0.02015906795371447,0.03439262892738091,0.06779374298918456,0.12620695828175507,0.02251082697542487,0.007446758403228339,0.060777314984915266
1.3848863713938746e+26,0.048962467829562574,0.020534083034997225,0.035009274397864346,0.069131877620905,0.12858410144774882,0.02293212198620747,0.007560751135370361,0.06190270918061699
1.5199110829529394e+26,0.04990450808913561,0.02087249162891487,0.03563060015891324,0.0705291068437245,0.13080843006490944,0.023359659647436783,0.0076796968043861755,0.06299910403221175
1.6681005372000556e+26,0.05088025908539268,0.021224157827112136,0.03625347197044173,0.07200727276323861,0.13320989072102538,0.023798573394673887,0.007788922607255979,0.0641847370179176
1.83073828029537e+26,0.05183500409775682,0.021561037176823977,0.03692370288085595,0.07351733319129165,0.13562072760442703,0.024233347115692975,0.007905207645339741,0.06529920164972217
2.009233002565054e+26,0.0528318448347973,0.021903143968685316,0.037584516220067234,0.07504464432670102,0.1383771460744044,0.024695110499772722,0.0080265885345452,0.06646616704956977
2.205130739903041e+26,0.053855845812292795,0.022265943617082572,0.03823772276633895,0.07656615325533474,0.14096990152076963,0.025120941955669954,0.0081456216023764,0.06762570901564965
2.4201282647943836e+26,0.05486873078502677,0.02266388569387366,0.03892075676555327,0.07799746898512372,0.14352424428160995,0.02558849425340666,0.00826132966747193,0.0689887094552757
2.656087782946695e+26,0.055964331310291264,0.023050055953797093,0.03957318521350193,0.0794453138336697,0.14611263950443829,0.026030900586141967,0.008385610329579343,0.07006620947385102
2.9150530628251697e+26,0.05708301327187732,0.023351336007656882,0.04028261110390366,0.08098161952118889,0.14883181735155634,0.026474271553078188,0.008502477924900744,0.071219263234704
3.1992671377973844e+26,0.05819618581851659,0.02374769039681543,0.040995801241389226,0.08263577409908746,0.15186082506515752,0.02693304477635941,0.008611853019473025,0.07244936337142271
3.511191734215142e+26,0.05932744643656946,0.024145613656325168,0.04171329308797811,0.08427799518772372,0.1545093064988199,0.02741250932750907,0.008729288304487336,0.07362936878628985
3.85352859371052e+26,0.060478697898428295,0.024473731930530783,0.04246172332038792,0.08594401941741348,0.15739224735779245,0.027895954771232988,0.008847663692961099,0.07484781203281099
4.229242874389499e+26,0.06160733256852701,0.024852036924457362,0.04321563777840364,0.08768715060960021,0.16051988020638436,0.0283571731589739,0.008978180601720736,0.0760894051478105
4.641588833612791e+26,0.06272946148792917,0.02529636138032519,0.0439856449490844,0.0894295307304901,0.16348279101032323,0.028841622376074242,0.009125325598537381,0.07735107071286457
5.0941380148163646e+26,0.063928489023182,0.02567976957244598,0.04476905300680485,0.09121809130770273,0.16669643260175376,0.02934759325738906,0.009226344816344266,0.07850756307860719
5.5908101825122226e+26,0.06516877207965611,0.026087154969681434,0.04556733417223534,0.09299957678490658,0.16983146082643907,0.029879258895634482,0.009346876822687046,0.07991240249184525
6.135907273413188e+26,0.06639051325029434,0.026515637981298527,0.04637496404626305,0.09487274791246851,0.1730077165925094,0.030414621899862812,0.009482260960090633,0.0813922263786237
6.734150657750856e+26,0.06762913203298088,0.026904846715714973,0.0472392757759682,0.0968194868898022,0.17612814950708164,0.030929083127104504,0.00961195306593747,0.0827195433166236
7.390722033525776e+26,0.06889935178185363,0.027357957572606267,0.0480494576677736,0.09862190505983115,0.17933631997811558,0.031462752745998905,0.009756954256466485,0.08408568544389743
8.111308307896889e+26,0.07025290175808017,0.027819537822018806,0.04886036317959023,0.10058768513968487,0.18281247399277353,0.03203004466224754,0.009900407995845304,0.0853492925234019
8.902150854450356e+26,0.07158633447724307,0.028241706883350193,0.049720904619417174,0.10260927312816612,0.18619479988869028,0.03256192179242853,0.010044687689453585,0.08661441842014668
9.770099572992246e+26,0.07289176865844105,0.028650543031484788,0.05059803998624536,0.10460848545316404,0.18974391602993343,0.03313509214985028,0.01017756565058234,0.08800748593235962
1.0722672220103254e+27,0.07429877397740044,0.029079517616455247,0.05147736563349146,0.10669635306995359,0.19323854343670027,0.03370228040197307,0.010326466733009926,0.08942163891105921
1.1768119524350039e+27,0.07565002346933879,0.029533982578700817,0.052368395427146476,0.10872290440231684,0.19720112876849114,0.034291227045782996,0.01047551934284326,0.09090484883144176
1.2915496650148826e+27,0.07700544057675567,0.02999495253128554,0.053244314067136075,0.11082977358098027,0.20070234120656594,0.03485629661378989,0.010617743498383698,0.09235259346839621
1.4174741629268076e+27,0.07843699650761844,0.030466708595527924,0.05415670941902678,0.11304155478584203,0.20454208320595166,0.035444614870692365,0.010775554298118065,0.09384855616391449
1.5556761439304658e+27,0.07992084338106352,0.03093429077723607,0.05506385651274751,0.11534339430390658,0.2083841712724543,0.036044303286030054,0.010932326165219615,0.09522014194045851
1.7073526474706887e+27,0.08145321414048957,0.031454024399214055,0.056039688060960186,0.11763565333845677,0.21254034186706827,0.03667409920242747,0.011088337330318894,0.09664139102749923
1.8738174228603868e+27,0.08294743961428909,0.03189989613159904,0.05696900313628797,0.11995851139893136,0.21639659189145452,0.037285824141395335,0.011246422832371194,0.09812206274622337
2.05651230834866e+27,0.0844767224672092,0.03240998757389899,0.05796814465752427,0.12232012820893667,0.22023116878427013,0.037922736878477,0.011405718020720254,0.09958946588444048
2.2570197196339168e+27,0.08607665265789069,0.03288793468901211,0.058972087218207084,0.12477183146632251,0.2241652024550868,0.03853535778203546,0.011561857866463101,0.10092026068751554
2.477076355991714e+27,0.08764101033628911,0.03337215575939534,0.059976753098064585,0.1271477703363185,0.22797667527078117,0.03916828836432743,0.011724633298081603,0.1023431879452946
2.718588242732951e+27,0.08926194197559102,0.03384889947128011,0.06100922168708938,0.12967106420697144,0.2319477309995601,0.039812084423126684,0.01188056659644594,0.1038786775654077
2.9836472402833343e+27,0.09090609815633273,0.03431402915878981,0.06203306013919476,0.13212961152963254,0.23630613644895118,0.040454031318294024,0.012050304607100335,0.10533574512381959
3.274549162877732e+27,0.09258112198410298,0.03488754365940719,0.06309269400504298,0.13471089923665105,0.24040227091058428,0.04114598898072783,0.012233035117909836,0.10667130245289874
3.5938136638046404e+27,0.09425164053807093,0.035398796604623514,0.06420141324674562,0.13737078202181854,0.2443927587142464,0.04184574579769138,0.012412896318432873,0.10800008116040032
3.944206059437648e+27,0.0960307592727646,0.03590454313604934,0.06538261669046992,0.13998460719144326,0.2486725094649592,0.04254746114257125,0.012584973147715253,0.10944191356138706
4.3287612810830617e+27,0.09776446349769942,0.0364905817861328,0.06646882243023239,0.14270484915136522,0.25284544734235304,0.04326089183480173,0.012748683438147392,0.11075487609282135
4.7508101621028127e+27,0.09954453383714922,0.03700820393213391,0.06765976088757368,0.1454175872083289,0.2575225270652921,0.04398731765705396,0.012911524147078019,0.11226144249725778
5.214008287999673e+27,0.1014361549105563,0.03755573286491752,0.06884588168350549,0.14813296655181898,0.2617192552720925,0.04471289714055342,0.013060945452763949,0.1136154352945168
5.72236765935022e+27,0.1032669056198048,0.038115575076442594,0.06997515698004639,0.15081511803400674,0.26614093236694536,0.04544402405301817,0.013238091411906953,0.11498625602195761
6.280291441834272e+27,0.10520923498007605,0.03870103055184042,0.07115797823229213,0.15373638105897214,0.27049953872714355,0.046180951404668276,0.013418706861097134,0.11629965132746999
6.89261210434968e+27,0.10709836995097384,0.039261455804372396,0.07236240856530989,0.1566574938164208,0.27459831990526534,0.04691406773835276,0.013598984784101128,0.11772096160544263
7.564633275546291e+27,0.10903185586874709,0.03983209806010438,0.07356358456083281,0.1595184350897977,0.27947974368992934,0.04764671833314635,0.013821775483617085,0.11920632592647458
8.302175681319769e+27,0.11106086719206877,0.04041329458592613,0.07476167075839905,0.16247063923221078,0.2839795784682814,0.048366017619017605,0.014003712326549858,0.12070621778524716
9.111627561154868e+27,0.11310695004970876,0.04100862610004845,0.07598437007086997,0.16545798874895587,0.2891744872883517,0.04911753349404863,0.014187405594523332,0.12233748584884442
1e+28,0.11515663891083253,0.04157715420937348,0.07723268505610507,0.16849428587590512,0.2940518223680821,0.049882353729155844,0.014359732917748166,0.1237727136146719
